LOCATION,ADDRESS,BIKE_PARKING,PLACEMENT,RACKS,SPACES,1_STATUS,2_STATUS_HIGH_LEVEL,3_STATUS_DETAIL,4_STATUS_DESCRIPTION,5_ACTING_AGENT,6_ACTION,INSTALLED_BY,YR_INSTALLED,COORDINATES
St Lukes Hospital Main entrance,3555 CESAR CHAVEZ ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.747165, -122.420882)"
Painted Bird - Clothing,1360 VALENCIA ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2011,"(37.751054, -122.420858)"
Dosa,985 VALENCIA ST,RACK,PARKING_LANE,6,12,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.757224, -122.420850)"
_undetermined,985 VALENCIA ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.757224, -122.420850)"
Valencia Whole Foods,999 VALENCIA ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.75708270, -122.42083810)"
Apt/Unknown,1380 VALENCIA ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2000,"(37.750802, -122.420834)"
Women's Initiative for Self Employment,1398 VALENCIA ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2011,"(37.750649, -122.420820)"
Jay's Cheesesteak?,3285 21ST ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2004,"(37.756798, -122.420810)"
Lexington Club,3464 19TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2004,"(37.76034427, -122.42079980)"
Le Petit Marchet,1732 POLK ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.792902, -122.420796)"
Bank of America,3250 MISSION ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.744873, -122.420795)"
Green Chiropractic Clinic,1406 VALENCIA ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.750312, -122.420787)"
Natural Mattress Store,1243 SUTTER ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.787406, -122.420769)"
_undetermined,1517 PINE ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2002,"(37.789395, -122.420757)"
Pi Bar,1432 VALENCIA ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.749908, -122.420748)"
Pi Bar,1432 VALENCIA ST,RACK,PARKING_LANE,5,10,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.749908, -122.420748)"
EHS Pilates,1452 VALENCIA ST,RACK,PARKING_LANE,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.749612, -122.420720)"
EHS Pilates,1452 VALENCIA ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2002,"(37.749612, -122.420720)"
EHS Pilates,1452 VALENCIA ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.749612, -122.420720)"
16th & Hoff Garage,42 HOFF ST,RACK,GARAGE,3,6,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA-Off-Street Parking,2013,"(37.764367, -122.420709)"
condos,3338 17TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2002,"(37.763598, -122.420699)"
Boogaloos,1099 VALENCIA ST,RACK,PARKING_LANE,6,12,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.75548474, -122.42068142)"
Latin American Club,3286 22ND ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2004,"(37.75548474, -122.42068142)"
_undetermined,1055 VALENCIA ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2005,"(37.756092, -122.420681)"
True Value Hardware,1630 POLK ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2004,"(37.792031, -122.420680)"
Mission Hiring Hall,3042 16TH ST,METER_RING,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.765232, -122.420676)"
The Lotus Center,1069 VALENCIA ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2002,"(37.755855, -122.420669)"
Dovre Club,1498 VALENCIA ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2011,"(37.74902617, -122.42066401)"
Chai Yo Thai Restaurant,1331 POLK ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2004,"(37.789246, -122.420653)"
Esperpento Restaurant?,3295 22ND ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2004,"(37.755158, -122.420653)"
_undetermined,1109 VALENCIA ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2002,"(37.755158, -122.420653)"
The Mission Statement,3458 18TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.761966, -122.420620)"
Good Vibrations,1620 POLK ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.791912, -122.420596)"
Bad Joes Body Shop,3309 MISSION ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.743917, -122.420592)"
_undetermined,1580 VALENCIA ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2002,"(37.747560, -122.420576)"
residential,65 TIFFANY AVE,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2006,"(37.745701, -122.420554)"
Beretta,1199 VALENCIA ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.753848, -122.420553)"
Market Street Cycles,1592 MARKET ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.774578, -122.420535)"
Cupboard Pastry,1596 MARKET ST,RACK,SIDEWALK,3,6,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.774578, -122.420535)"
_undetermined,20 FRANKLIN ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2006,"(37.774578, -122.420535)"
Serrano's Pizza & Pasta,3274 21ST ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.757142, -122.420517)"
Gravel & Gold,3266 21ST ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.757142, -122.420517)"
Rickshaw Shop,155 FELL ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2006,"(37.775985, -122.420460)"
Rickshaw Shop,155 FELL ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2006,"(37.775985, -122.420460)"
Blue Plate,3218 MISSION ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.745275, -122.420435)"
La Loma Produce,3032 16TH ST,METER_RING,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.765255, -122.420415)"
Valencia Farmer's Market,1299 VALENCIA ST,RACK,PARKING_LANE,4,8,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.75224685, -122.42037430)"
Phat Philly,3388 24TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2004,"(37.752247, -122.420374)"
Out of the Closet,1498 POLK ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2004,"(37.790439, -122.420368)"
Royal Cuckoo,3202 MISSION ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2011,"(37.74539687, -122.42035593)"
Cafe Sapore,790 VAN NESS AVE,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.782695, -122.420340)"
Mr. Scooter,1776 MISSION ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2002,"(37.768682, -122.420335)"
medical building,1650 VALENCIA ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2002,"(37.746157, -122.420328)"
CCSF Mission Campus,1125 VALENCIA ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.754847, -122.420304)"
Polk Street Boxing Gym,1436 POLK ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.790266, -122.420299)"
Polk Street Boxing Gym,1436 POLK ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,unknown,"(37.790266, -122.420299)"
Arman One Dollar Only,3030 16TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2005,"(37.765372, -122.420295)"
SF Conservatory of Music,50 OAK ST,METER_RING,SIDEWALK,3,6,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.775569, -122.420277)"
Mission Bartlett Garage,3255 21ST ST,RACK,GARAGE,9,18,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA-Off-Street Parking,2013,"(37.756164, -122.420259)"
Murphy Investments Property Management,1355 VALENCIA ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.751292, -122.420235)"
Dutailier,1365 VALENCIA ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,unknown,"(37.751155, -122.420222)"
SF Federal Credit Union,3269 MISSION ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.744415, -122.420222)"
Polk Street Produce,1334 POLK ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2004,"(37.789322, -122.420203)"
Synergy School,1387 VALENCIA ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2011,"(37.75087429, -122.42019976)"
Synergy School,1387 VALENCIA ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2000,"(37.75087429, -122.42019976)"
Michelle's Hair Salon,3380 24TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2004,"(37.752328, -122.420179)"
Saraha Kadampa Buddhist Center,3324 17TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2004,"(37.763602, -122.420176)"
Philz Coffee,748 VAN NESS AVE,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.782379, -122.420163)"
Speesees,1415 VALENCIA ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,unknown,"(37.750206, -122.420131)"
_undetermined,1417 VALENCIA ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2006,"(37.750206, -122.420131)"
Lumiere Theatre,1572 CALIFORNIA ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2004,"(37.790961, -122.420113)"
_undetermined,1312 POLK ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2004,"(37.788970, -122.420098)"
_undetermined,750 EDDY ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.783255, -122.420049)"
CCSF Alemany Campus,750 EDDY ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.783255, -122.420049)"
AMC Theater,1000 VAN NESS AVE,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2011,"(37.785172, -122.420018)"
Davies Symphony Hall,201 VAN NESS AVE,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.777441, -122.419994)"
Davies Symphony Hall,201 VAN NESS AVE,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,unknown,"(37.777441, -122.419994)"
Quetzal,1234 POLK ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2004,"(37.78846836, -122.41998809)"
Polk Bush Garage,1399 BUSH ST,RACK,GARAGE,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2004,"(37.788468, -122.419988)"
All Muffler Auto Service,3420 18TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2006,"(37.762004, -122.419986)"
Salvation Army,1509 VALENCIA ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2011,"(37.748724, -122.419976)"
US Bank,540 VAN NESS AVE,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.780832, -122.419943)"
Chevy's,590 VAN NESS AVE,METER_RING,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.780832, -122.419943)"
Patagonia,770 NORTH POINT ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.806013, -122.419913)"
Corinthian Court Apartments,512 VAN NESS AVE,METER_RING,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.780405, -122.419905)"
Mission Adult Superstore,2086 MISSION ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.763744, -122.419863)"
vacant,22 OAK ST,RACK,SIDEWALK,3,6,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,unknown,"(37.77563611, -122.41986139)"
Subway / Camilo Riano D.D.S. / UPS Store,77 VAN NESS AVE,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.776063, -122.419850)"
Hog & Rocks,3431 19TH ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.760033, -122.419844)"
Caffeinated Comics,3188 MISSION ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.746164, -122.419833)"
Dusit Thai,3221 MISSION ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.745082, -122.419787)"
The Knockout,3223 MISSION ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2006,"(37.745082, -122.419787)"
Taqueria Can Cun,3211 MISSION ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.745270, -122.419776)"
Duc Loi Supermarket,2200 MISSION ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.761606, -122.419761)"
Tenderloin Elementary School,627 TURK ST,RACK,SIDEWALK,3,6,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.781813, -122.419744)"
"Sycamore, The",2140 MISSION ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.762785, -122.419734)"
Let it Bleed Tattoo,1124 POLK ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.787111, -122.419719)"
The Popular Workshop,1173 SUTTER ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.787540, -122.419711)"
City Hall bike messenger entrance,400 VAN NESS AVE,RACK,SIDEWALK,4,8,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.779214, -122.419669)"
Her Majesty's Secret Beekeeper,3520 20TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.758837, -122.419665)"
Comics and Art Businesses,3520 20TH ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.758837, -122.419665)"
City Ballet School,32 OTIS ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2004,"(37.772801, -122.419574)"
Escape from New York Pizza,3242 22ND ST,RACK,PARKING_LANE,6,12,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.755527, -122.419552)"
Escape from New York Pizza,3242 22ND ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,unknown,"(37.755527, -122.419552)"
Lolo,3234 22ND ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,unknown,"(37.755527, -122.419552)"
Atlas Motors,3160 MISSION ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,unknown,"(37.746674, -122.419544)"
4505 Meats,1909 MISSION ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.766473, -122.419527)"
Cava 22,3239 22ND ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2002,"(37.75519153, -122.41952097)"
Taqueria Cancun,2288 MISSION ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.760471, -122.419513)"
Taqueria Cancun,2288 MISSION ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2004,"(37.760471, -122.419513)"
El Rio,3158 MISSION ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.746817, -122.419467)"
Mission Thrift,2330 MISSION ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.759729, -122.419460)"
Career Link Center,3120 MISSION ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,unknown,"(37.747648, -122.419449)"
MediThrive,1933 MISSION ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2011,"(37.766272, -122.419434)"
Campfire Art Gallery,3344 24TH ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.75234202, -122.41942751)"
Grass Roots,1077 POST ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.786630, -122.419413)"
Siegel's Clothing Superstore,2366 MISSION ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.759222, -122.419412)"
multiple,2482 MISSION ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.75744036, -122.41937768)"
Bikram Yoga,2390 MISSION ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.758770, -122.419369)"
Mission Yoga,2390 MISSION ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.758770, -122.419369)"
_undetermined,214 VAN NESS AVE,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.777692, -122.419356)"
Mission Economic Development Association,3505 20TH ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.758460, -122.419335)"
Foreign Cinema,2534 MISSION ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.756388, -122.419261)"
Foreign Cinema,2534 MISSION ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,unknown,"(37.756388, -122.419261)"
Redding (SA) CDC,1421 PINE ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.789521, -122.419254)"
Contraband Coffee Bar,1415 LARKIN ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.790993, -122.419254)"
Public Works,161 ERIE ST,RACK,SIDEWALK,3,6,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.768875, -122.419248)"
SFPUC,525 GOLDEN GATE AVE,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFPUC,2012,"(37.780929, -122.419174)"
Discount Builders Supply,1695 MISSION ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.770494, -122.419124)"
La Mejor Bakery,3329 24TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.751967, -122.419119)"
Mission Plaza,2023 MISSION ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2002,"(37.764429, -122.419104)"
Meyer Boswellk Books Inc.,2141 MISSION ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.762686, -122.419086)"
Yoga to the People,2973 16TH ST,RACK,PARKING_LANE,4,8,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2011,"(37.764849, -122.419029)"
